OutageUID,Site Name,Project ID,Description,Asset,Sub-System,Status,Tollgate,Start Date,End Date,Budget,Actual Cost,Contractor,Project Manager,TollgateLateFlag
NS_MO_2025,North Substation,PRJ-NS-1136,T-1: EL CID Testing,Generator,Stator,Completed,T-1,01-11-2025,26-11-2025,93174.79,88244.79,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1137,T-1: Brush Rigging Check,Generator,Exciter,Completed,T-1,01-11-2025,26-11-2025,96026.79,89796.43,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1138,T-1: Contractor Orientation,Project Management,Supply Chain,Completed,T-1,01-11-2025,26-11-2025,91115.59,104154.86,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1139,T-1: Stack Damper Calibration,HRSG,Gas Path,Completed,T-1,01-11-2025,26-11-2025,69660.92,76981.14,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1140,T-1: Wedge Tightness Check,Generator,Stator,Completed,T-1,01-11-2025,26-11-2025,70990.08,71030.62,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1141,T-1: Verify Zero Energy,Safety & Compliance,LOTO,Completed,T-1,01-11-2025,26-11-2025,80621.82,73598.29,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1142,T-1: Superheater Oxide Check,HRSG,Pressure Parts,Completed,T-1,01-11-2025,26-11-2025,96506.14,96206.55,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1143,T-1: Compressor Borescope,Gas Turbine,Inlet & Compressor,Completed,T-1,01-11-2025,26-11-2025,93407,85582.68,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1144,T-1: Ammonia Grid Tuning,HRSG,Gas Path,Completed,T-1,01-11-2025,26-11-2025,79467.92,89890.74,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1145,T-1: Journal Bearing Inspect,Steam Turbine,LP,Completed,T-1,01-11-2025,26-11-2025,94343.88,102459.18,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1146,T-1: Invoice Reconciliation,Project Management,Financial & Controls,Completed,T-1,01-11-2025,26-11-2025,78687.59,72170.01,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1147,Material: Diode Wheel Components,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,297500,238558.41,OEM / Supply Chain,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1148,Execution: Drum Internal Inspect,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,112584.18,92571.85,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1149,Execution: Circ Water Pump Rebuild,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,102591.95,77596.3,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1150,Execution: Rotor Inspection,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,129834.17,96315.6,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1151,Execution: Transition Piece Inspect,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,118491.61,97721.94,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1152,Execution: HazWaste Permit,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,97971.43,81997.05,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1153,Execution: Environmental Permit Review,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,129430.16,98235.76,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1154,Execution: Cross-Fire Tube Check,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,132244.28,101894.44,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1155,Execution: Circ Water Pump Rebuild,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,104748.95,83927.29,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1156,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,105302.57,89633.56,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1157,EMERGENT: IGV Bushing Replace - Repair,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,119181.14,91145.82,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1158,Execution: Catalyst Loading,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,125882.94,104457.64,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1159,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,106320.84,86117.78,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1160,Execution: Catalyst Loading,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,132360.73,109348.35,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1161,Execution: Air Monitoring Setup,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,96492.21,82235.79,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1162,Execution: Transition Piece Inspect,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,120679.53,98503.12,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1163,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,103469.35,84016.2,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1164,Execution: Walkdown Isolations,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,116355.42,97612.2,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1165,Execution: Ammonia Grid Tuning,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,122172.49,95180.79,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1166,EMERGENT: Budget Approval - Repair,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,92793.39,75147.3,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1167,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,113442.69,85430.91,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1168,Execution: HazWaste Permit,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,125180.39,95176.04,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1169,Execution: Wedge Tightness Check,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,124752.59,98489.54,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1170,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,99797.91,74000.41,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1171,Execution: Environmental Permit Review,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,94000.13,78512.61,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1172,Execution: Budget Approval,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,99720.25,74209.69,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1173,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,135975.83,115724.12,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1174,Execution: Catalyst Loading,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,130061,110947.81,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1175,Execution: RFP General Contractor,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,117002.28,96582.85,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1176,Execution: Confined Space Drills,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,135915.01,101546.35,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1177,EMERGENT: Master LOTO List - Repair,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,132612.01,111994.72,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1178,Execution: Switchgear Testing,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,134881.22,101975.28,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1179,Execution: Switchgear Testing,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,100674.2,74754.67,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1180,Execution: Compressor Wash,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,93969.69,79388.72,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1181,EMERGENT: Combustion Chamber Open - Repair,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,134419.11,112081.4,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1182,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,129050.95,101042.43,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1183,Execution: Grid Outage Bid,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,136884.06,115075.84,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1184,EMERGENT: Compressor Borescope - Repair,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,96801.95,77944.77,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1185,Execution: Switchgear Testing,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,119808.37,90871.8,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1186,Execution: Cross-Fire Tube Check,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,99698.8,83043.99,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1187,EMERGENT: Condenser Cleaning - Repair,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,93206.96,79627.23,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1188,Execution: Circ Water Pump Rebuild,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,95347.2,79840.18,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1189,EMERGENT: Turbine Shell Lift - Repair,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,101461.26,85436.28,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1190,EMERGENT: Mobilization - Repair,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,120135.25,100069.89,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1191,Execution: Superheater Oxide Check,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,121684.85,100924.56,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1192,EMERGENT: Drum Internal Inspect - Repair,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,113338.95,92061.22,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1193,Execution: Control Valve Lapping,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,136853.09,113008.42,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1194,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,102644.66,81307.23,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1195,Execution: GSU Oil Analysis,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,97825.9,77209.27,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1196,Execution: Inlet Filter Inspection,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,102304.5,75802.89,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1197,Execution: Transition Piece Inspect,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,107286.31,86044.52,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1198,Execution: Superheater Oxide Check,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,137185.15,111689.71,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1199,Execution: Chemical Safety Review,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,121213.29,102686.58,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1200,EMERGENT: Ammonia Grid Tuning - Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,124529.4,100744.06,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1201,Execution: Drum Internal Inspect,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,108240.5,89542.42,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1202,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,105855.03,84124.55,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1203,Execution: Inlet Filter Inspection,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,100177.71,74611.61,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1204,Execution: Stack Damper Calibration,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,122951.63,92925.07,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1205,Execution: Compressor Borescope,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,109318.28,83155.92,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1206,Execution: Battery Bank Test,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,123006.29,105149.21,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1207,Execution: Verify Zero Energy,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,110055.4,81906.42,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1208,Execution: HP Evap Thickness,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,104846.22,82398.39,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1209,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,117393.31,92900.83,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1210,Execution: IGV Bushing Replace,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,97417.95,76273.42,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1211,Execution: HP Evap Thickness,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,115038.86,92389.64,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1212,Execution: Demin Plant Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,131795.33,106928.01,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1213,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,123872.72,97539.16,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1214,Execution: Drum Internal Inspect,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,99855.29,77271.63,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1215,Execution: Grid Outage Bid,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,126873.83,93922.88,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1216,Execution: Rotor Inspection,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,99828.21,77744.12,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1217,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,139055.04,104317.77,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1218,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,119234.93,99742.82,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1219,Execution: Stack Damper Calibration,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,92876.15,71733.61,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1220,Execution: Inlet Duct Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,106518.35,84506.81,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1221,Execution: Inlet Duct Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,112935.92,87302.78,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1222,Execution: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,115478.29,85715.21,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1223,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,137206.61,108945.59,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1224,Execution: Mobilization,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,94436.59,76956.82,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1225,EMERGENT: Exciter Air Cooler Clean - Repair,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,107856.58,81212.64,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1226,Execution: Combustion Chamber Open,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,131254.2,106508.75,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1227,Execution: Mobilization,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,105039.01,84862.78,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1228,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,111625.93,86725.27,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1229,EMERGENT: Invoice Reconciliation - Repair,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,130514.96,102799.38,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1230,Execution: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,121116.29,90927.96,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1231,Execution: Superheater Oxide Check,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,102246.05,76290.16,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1232,Execution: Aux Boiler Inspection,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,117688.07,94657.08,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1233,Execution: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,101972.06,85118.43,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1234,EMERGENT: Drum Internal Inspect - Repair,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,97294.33,83032.59,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1235,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,126771.13,94406.03,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1236,Execution: Turbine Shell Lift,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,96323.14,77818.8,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1237,EMERGENT: Ammonia Grid Tuning - Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,129885.03,101254.22,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1238,Execution: Compressor Borescope,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,107296,79888.4,United Rentals,William Carter,FALSE
